id,title,pricePerServing,weightPerServing,vegetarian,vegan,glutenFree,dairyFree,sustainable,veryHealthy,veryPopular,gaps,lowFodmap,ketogenic,whole30,readyInMinutes,spoonacularSourceUrl,image,aggregateLikes,spoonacularScore,healthScore,percentProtein,percentFat,percentCarbs,dishTypes,ingredients,cuisines,calories,Fat,Saturated_Fat,Carbohydrates/g,Sugar,Cholesterol,Sodium,Protein,Vitamin_B3,Selenium,Phosphorus,Iron_mg,Vitamin_B2,Calcium,Vitamin_B1,Folate,Potassium,Copper,Zinc,Manganese,Magnesium,Vitamin_B12,Vitamin_B5,Vitamin_B6,Vitamin_E,Fiber,Vitamin_A,Vitamin_D,Vitamin_K,Vitamin_C,Alcohol,Caffeine,URL,Instructions,formatted_instructions,preprocessed_title,preprocessed_ingredients,ingredient_count,difficulty_level,flavor_profile,combined_features
1110,Lime Seviche,3.1193,183,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,no,FALSE,FALSE,TRUE,45,https://spoonacular.com/lime-seviche-1110,https://spoonacular.com/recipeImages/1110-556x370.jpg,1452,77,45,38.29,47.31,14.4,Maindish,"fresh cilantro leaves, lime juice, halibut, scallions, ginger, avocado, jalapeno pepper, fresh mint leaves, olive oil, salt and pepper, cucumber",Greek,155.87,8.38,1.27,5.74,1.33,37.04,250.75,15.26,5.64,34.72,212.37,0.64,0.09,27.52,0.08,51.27,609.06,0.13,0.63,0.13,37.28,0.83,0.88,0.55,1.66,3.03,350.21,3.55,27.02,12.66,0,0,https://spoonacular.com/lime-seviche-1110,Detailed instructions can be found here: http://www.marthastewart.com/346400/lime-seviche,1) Detailed instructions can be found here: http://www.marthastewart.com/346400/lime-seviche,lime seviche,fresh cilantro leaf lime juice halibut scallion ginger avocado jalapeno pepper fresh mint leaf olive oil salt pepper cucumber,11,Intermediate,Salty,lime seviche fresh cilantro leaf lime juice halibut scallion ginger avocado jalapeno pepper fresh mint leaf olive oil salt pepper cucumber
1111,Peruvian Ceviche,3.5923,302,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,no,FALSE,FALSE,FALSE,60,https://spoonacular.com/peruvian-ceviche-1111,https://spoonacular.com/recipeImages/1111-556x370.jpg,1452,80,54,55.07,16.94,27.99,Maindish,"butter lettuce leaves, cob corn, lime juice, salt, red onion, cilantro leaves, sweet potato, sea bass",South American,231.55,4.37,0.96,16.26,4.28,136.08,432.43,31.99,4.31,62.64,388.34,2.04,0.11,52,0.26,47.67,725.07,0.14,0.98,0.21,91.97,6.5,1.8,0.65,0.28,2.06,5460.66,0,22.52,18.04,0,0,https://spoonacular.com/peruvian-ceviche-1111,"Rinse diced fish and slivered red onion in cold water and dry thoroughly.
In a large bowl, combine fish, red onion, lime juice, salt, habanero (if using), and aj amarillo sauce (if using). Cover and refrigerate 20 minutes.
Just before serving, stir in cilantro. Divide between 4 bowls and serve with sweet potato, corn, and lettuce leaves on the side.
Peruvian Pantry: Aj amarillo. A yellow chile with a slightly sweet flavor and plenty of heat. Available in this county in jars or as a pured sauce at many Latin markets.
Note: Nutritional analysis is per serving.","1) Rinse diced fish and slivered red onion in cold water and dry thoroughly.
2) In a large bowl, combine fish, red onion, lime juice, salt, habanero (if using), and aj amarillo sauce (if using).
3) Cover and refrigerate 20 minutes.
4) Just before serving, stir in cilantro.
5) Divide between 4 bowls and serve with sweet potato, corn, and lettuce leaves on the side.
6) Peruvian Pantry:
7) Aj amarillo.
8) A yellow chile with a slightly sweet flavor and plenty of heat.
9) Available in this county in jars or as a pured sauce at many Latin markets.
10) Note: Nutritional analysis is per serving.",peruvian ceviche,butter lettuce leaf cob corn lime juice salt red onion cilantro leaf sweet potato sea bass,8,Easy,Buttery,peruvian ceviche butter lettuce leaf cob corn lime juice salt red onion cilantro leaf sweet potato sea bass
1114,Poached Halibut With Eberhard,6.9721,519,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,no,FALSE,FALSE,FALSE,8,https://spoonacular.com/poached-halibut-with-eberhard-1114,https://spoonacular.com/recipeImages/1114-556x370.jpg,1452,81,43,54.33,20.34,25.33,Maindish,"baby carrots, onion, bell pepper, unsalted butter, tarragon, celery, halibut fillets, vegetable broth, leek",Greek,250.18,5.54,2.38,15.51,8.48,90.98,870.68,33.27,12.2,78.41,449.94,1.53,0.15,55.26,0.16,88.58,1099.38,0.13,0.95,0.32,62.27,1.88,1.07,1.28,2.54,3.68,8860.98,8.05,21.9,100.79,0,0,https://spoonacular.com/poached-halibut-with-eberhard-1114,"Bring a large pot of salted water to a boil. Prepare an ice-water bath; set aside. Blanch carrots in boiling water until tender.
Transfer to ice-water bath to cool.
Drain well, and set aside. Repeat with celery, onion, and leek.","1) Bring a large pot of salted water to a boil.
2) Prepare an ice-water bath; set aside.
3) Blanch carrots in boiling water until tender.
4) Transfer to ice-water bath to cool.
5) Drain well, and set aside.
6) Repeat with celery, onion, and leek.",poached halibut eberhard,baby carrot onion bell pepper unsalted butter tarragon celery halibut fillet vegetable broth leek,9,Intermediate,Spicy,poached halibut eberhard baby carrot onion bell pepper unsalted butter tarragon celery halibut fillet vegetable broth leek
1117,Whole Striped Bass With Fennel And Tomato,0.3805,33,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,no,FALSE,FALSE,FALSE,39,https://spoonacular.com/whole-striped-bass-with-fennel-and-tomato-1117,https://spoonacular.com/recipeImages/1117-556x370.jpg,1452,30,4,55.38,30.14,14.48,Maindish,"flat leaf parsley leaves, fennel bulb, basil leaves, dry white wine, lemon, garlic cloves, olive oil, tomatoes, kosher salt, sea bass",Greek,24.78,0.81,0.14,0.88,0.2,14.4,209.37,3.37,0.45,6.65,40.6,0.27,0,0,0.02,5.11,86.27,0,0,0.03,9.44,0.69,0.16,0.07,0,0.3,139.82,0,12.44,3.34,0,0,https://spoonacular.com/whole-striped-bass-with-fennel-and-tomato-1117,Detailed instructions can be found here: http://www.williams-sonoma.com/recipe/whole-striped-bass-with-fennel-and-tomato.html,1) Detailed instructions can be found here: http://www.williams-sonoma.com/recipe/whole-striped-bass-with-fennel-and-tomato.html,whole striped bass fennel tomato,flat leaf parsley leaf fennel bulb basil leaf dry white wine lemon garlic clove olive oil tomato kosher salt sea bass,10,Intermediate,Salty,whole striped bass fennel tomato flat leaf parsley leaf fennel bulb basil leaf dry white wine lemon garlic clove olive oil tomato kosher salt sea bass
1120,Sea Bass with Marinated Vegetables,9.9631,787,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,no,FALSE,FALSE,TRUE,1540,https://spoonacular.com/sea-bass-with-marinated-vegetables-1120,https://spoonacular.com/recipeImages/1120-556x370.jpg,1452,79,67,36.92,53.21,9.87,Starter,"capers, green bell pepper, basil leaves, striped bass, celery rib, fresh chives, thyme, onion, saffron, red bell pepper, fennel bulb, tomato, zucchini, coarse sea salt, garlic clove, lemon, olives, sea salt, olive oil, green olives",Greek,684.93,40.65,6.25,16.98,6.75,272.16,1101.39,63.45,8.56,125.22,752.61,4.4,0.23,121.04,0.45,90.07,1492.91,0.28,1.89,0.41,173.22,13,3.04,1.42,6.12,5.99,2338.39,0,31.32,122,0,0,https://spoonacular.com/sea-bass-with-marinated-vegetables-1120,"Core tomato and cut a shallow X in bottom, then blanch in boiling water 10 seconds.
Transfer with a slotted spoon to an ice bath to stop cooking. Keep water at a boil.
Lift out tomato (reserve ice bath), then peel, seed, and dice. Put in a bowl with garlic, basil, thyme, olives, and capers.
Blanch celery, fennel, and zucchini in boiling water 30 seconds, then drain and transfer to ice bath. When vegetables are chilled, drain and stir into tomato mixture.
Cook bell peppers and onion in 2 tablespoons oil in a large heavy skillet over medium heat, stirring occasionally, until softened, about 5 minutes. Cool to room temperature, then stir into vegetables along with saffron and enough remaining oil to cover (about 2 cups). Marinate, covered and chilled, 24 hours.","1) Core tomato and cut a shallow X in bottom, then blanch in boiling water 10 seconds.
2) Transfer with a slotted spoon to an ice bath to stop cooking.
3) Keep water at a boil.
4) Lift out tomato (reserve ice bath), then peel, seed, and dice.
5) Put in a bowl with garlic, basil, thyme, olives, and capers.
6) Blanch celery, fennel, and zucchini in boiling water 30 seconds, then drain and transfer to ice bath.
7) When vegetables are chilled, drain and stir into tomato mixture.
8) Cook bell peppers and onion in 2 tablespoons oil in a large heavy skillet over medium heat, stirring occasionally, until softened, about 5 minutes.
9) Cool to room temperature, then stir into vegetables along with saffron and enough remaining oil to cover (about 2 cups).
10) Marinate, covered and chilled, 24 hours.",sea bass marinated vegetable,caper green bell pepper basil leaf striped bass celery rib fresh chive thyme onion saffron red bell pepper fennel bulb tomato zucchini coarse sea salt garlic clove lemon olive sea salt olive oil green olive,21,Hard,Salty,sea bass marinated vegetable caper green bell pepper basil leaf striped bass celery rib fresh chive thyme onion saffron red bell pepper fennel bulb tomato zucchini coarse sea salt garlic clove lemon olive sea salt olive oil green olive
1121,Roasted Snapper With Sweet And Sour Citrus Reduction,2.3534,430,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,no,TRUE,FALSE,FALSE,30,https://spoonacular.com/roasted-snapper-with-sweet-and-sour-citrus-reduction-1121,https://spoonacular.com/recipeImages/1121-556x370.jpg,1452,13,1,7.09,3.27,89.64,Maindish,"sugar, kumquats, vegetable stock, snapper filets, red wine vinegar, whole coriander seeds, citrus juices, salt and pepper, orange zest",Greek,259.26,0.9,0.09,55.71,51.99,6.99,1157.34,4.4,0,8.47,62.11,1.2,0.02,41.59,0.02,0,176.05,0.06,0.28,0.13,23.13,0.57,0.15,0.08,0.19,1.68,527.68,1.93,0,3.45,0,0,https://spoonacular.com/roasted-snapper-with-sweet-and-sour-citrus-reduction-1121,Detailed instructions can be found here: http://joyof.kosher.com/recipe/roasted-snapper-with-sweet-and-sour-citrus-reduction-2/,1) Detailed instructions can be found here: http://joyof.kosher.com/recipe/roasted-snapper-with-sweet-and-sour-citrus-reduction-2/,roasted snapper sweet sour citrus reduction,sugar kumquat vegetable stock snapper filet red wine vinegar whole coriander seed citrus juice salt pepper orange zest,9,Intermediate,Buttery,roasted snapper sweet sour citrus reduction sugar kumquat vegetable stock snapper filet red wine vinegar whole coriander seed citrus juice salt pepper orange zest
1122,Fish Tacos On The Grill,5.0081,553,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,no,FALSE,FALSE,FALSE,45,https://spoonacular.com/fish-tacos-on-the-grill-1122,https://spoonacular.com/recipeImages/1122-556x370.jpg,1452,97,77,22.58,42.59,34.83,Maindish,"fish fillets, limes, sweet onion, avocados, flour tortillas, green bell pepper, cilantro, pico de gallo, salt and pepper, olive oil",Mexican,766.57,37.35,6.49,68.71,11.94,85.05,1056.75,44.56,12,93.67,547.71,5.12,0.39,156.64,0.64,258.86,1334.12,0.51,1.88,0.76,106.03,2.69,2.57,0.77,5.12,11.05,503.24,5.27,43.52,49.37,0,0,https://spoonacular.com/fish-tacos-on-the-grill-1122,"Heat 2 tablespoons of the olive oil in a large, heavy skillet over medium-high heat.
Add the onion, pepper and a generous pinch of salt, stirring to coat the vegetables in the oil. As soon as the onions start to brown a little around the edges, turn down the heat to medium low and cook, stirring occasionally, until the onions and peppers are tender but still have a bit of a bite, about 5 more minutes. Taste and add more salt if necessary, as well as a few grinds of pepper. Set aside.
Heat a grill so that it is quite hot, but not blazing. While its heating, peel and cut the avocados into thin slices and arrange them with the cilantro and lime wedges on a plate. Rub the fish all over with the remaining 2 tablespoons of olive oil and season generously with salt and pepper. When the grill is hot, gently lay the fish on it and cook, without fiddling with it, for 2 to 4 minutes per side, depending on how thick the fillets are. You want it cooked through, but not at all dry. Gently remove the fish to a plate and keep warm. (If youre not grilling, just cook the fish in a non-stick pan over medium-high heat the same way.)
Wrap the tortillas in a stack in aluminum foil and seal.
Put the foil packet of tortillas on the grill and cover for a few minutes, until they are warm. Alternatively, you can heat the tortillas a couple at a time right on the grill, using tongs to flip them after about 10 seconds.
To assemble a taco, break the fish into large chunks with a fork. Take a warm tortilla and put several pieces of fish in a line down the center. Top with a forkful of the onions and peppers, a few slices of avocado and a pinch of cilantro leaves.
Add a generous spritz of lime juice and some salsa if you like.
Roll and eat. Leave it up to your guests to make their own, and remind them that if they get messy in the process, theyre doing it right!","1) Heat 2 tablespoons of the olive oil in a large, heavy skillet over medium-high heat.
2) Add the onion, pepper and a generous pinch of salt, stirring to coat the vegetables in the oil.
3) As soon as the onions start to brown a little around the edges, turn down the heat to medium low and cook, stirring occasionally, until the onions and peppers are tender but still have a bit of a bite, about 5 more minutes.
4) Taste and add more salt if necessary, as well as a few grinds of pepper.
5) Set aside.
6) Heat a grill so that it is quite hot, but not blazing.
7) While its heating, peel and cut the avocados into thin slices and arrange them with the cilantro and lime wedges on a plate.
8) Rub the fish all over with the remaining 2 tablespoons of olive oil and season generously with salt and pepper.
9) When the grill is hot, gently lay the fish on it and cook, without fiddling with it, for 2 to 4 minutes per side, depending on how thick the fillets are.
10) You want it cooked through, but not at all dry.
11) Gently remove the fish to a plate and keep warm.
12) (If youre not grilling, just cook the fish in a non-stick pan over medium-high heat the same way.)
13) Wrap the tortillas in a stack in aluminum foil and seal.
14) Put the foil packet of tortillas on the grill and cover for a few minutes, until they are warm.
15) Alternatively, you can heat the tortillas a couple at a time right on the grill, using tongs to flip them after about 10 seconds.
16) To assemble a taco, break the fish into large chunks with a fork.
17) Take a warm tortilla and put several pieces of fish in a line down the center.
18) Top with a forkful of the onions and peppers, a few slices of avocado and a pinch of cilantro leaves.
19) Add a generous spritz of lime juice and some salsa if you like.
Roll and eat.
20) Leave it up to your guests to make their own, and remind them that if they get messy in the process, theyre doing it right!",fish taco grill,fish fillet lime sweet onion avocado flour tortilla green bell pepper cilantro pico de gallo salt pepper olive oil,10,Intermediate,Salty,fish taco grill fish fillet lime sweet onion avocado flour tortilla green bell pepper cilantro pico de gallo salt pepper olive oil
1123,Saffron Sea Bass Bowl,5.9242,478,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,no,FALSE,FALSE,FALSE,60,https://spoonacular.com/saffron-sea-bass-bowl-1123,https://spoonacular.com/recipeImages/1123-556x370.jpg,1452,74,52,36.63,46.07,17.3,Sidedish,"bay leaf, clams, shrimp, saffron, anchovy, extra virgin olive oil, bell pepper, cilantro, yellow onion, white wine, plum tomatoes, parsley, thyme, chicken broth, garlic, sea bass",Greek,471.75,18.58,2.92,15.7,6.96,141.22,156.13,33.25,5.21,65.28,420.21,3.11,0.18,81,0.26,69.8,855.13,0.13,1.34,0.72,106.47,6.64,1.71,0.93,3.28,2.89,2898.38,0,78.93,108.16,15.14,0,https://spoonacular.com/saffron-sea-bass-bowl-1123,"1 In a large saucepan, heat the olive oil over medium heat.
Add the onion, garlic, and anchovies and saut, stirring to dissolve the anchovies into the oil, for 3 to 4 minutes.
Add the tomatoes and their juice, broth, wine, bay leaf, thyme, parsley, and pepper. Stir well, then add the clam liquid and the saffron. Bring to a boil, reduce the heat to low, cover, and simmer for 10 minutes to blend the flavors.
Add the clams and sea bass and simmer just until the sea bass is opaque throughout, 2 to 3 minutes. Stir in the shrimp, if using.
2 Ladle into warmed bowls and garnish with the cilantro.
Serve immediately.
var article
Type_27_data = {};
Type_27_data.init_step_by_step_images = 0;","1) 1 In a large saucepan, heat the olive oil over medium heat.
2) Add the onion, garlic, and anchovies and saut, stirring to dissolve the anchovies into the oil, for 3 to 4 minutes.
3) Add the tomatoes and their juice, broth, wine, bay leaf, thyme, parsley, and pepper.
4) Stir well, then add the clam liquid and the saffron.
5) Bring to a boil, reduce the heat to low, cover, and simmer for 10 minutes to blend the flavors.
6) Add the clams and sea bass and simmer just until the sea bass is opaque throughout, 2 to 3 minutes.
7) Stir in the shrimp, if using.
8) 2 Ladle into warmed bowls and garnish with the cilantro.
9) Serve immediately.
10) var article
Type_27_data = {};
Type_27_data.init_step_by_step_images = 0;",saffron sea bass bowl,bay leaf clam shrimp saffron anchovy extra virgin olive oil bell pepper cilantro yellow onion white wine plum tomato parsley thyme chicken broth garlic sea bass,16,Hard,Spicy,saffron sea bass bowl bay leaf clam shrimp saffron anchovy extra virgin olive oil bell pepper cilantro yellow onion white wine plum tomato parsley thyme chicken broth garlic sea bass
1124,Almond Crusted Fish Fillets,4.5802,305,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,no,FALSE,FALSE,FALSE,45,https://spoonacular.com/almond-crusted-fish-fillets-1124,https://spoonacular.com/recipeImages/1124-556x370.jpg,21,83,40,29.77,59.65,10.58,Maindish,"sea bass fillets, salt, butter, flour, olive oil, almonds",Greek,681.42,45.85,9.03,18.28,1.89,201.5,611.58,51.48,7,87.6,693.25,4.22,0.61,164,0.41,63.59,930.21,0.56,2.46,1.2,220.95,8.68,1.98,0.75,14.06,6.1,437.83,0,6.3,0,0,0,https://spoonacular.com/almond-crusted-fish-fillets-1124,Detailed instructions can be found here: http://www.thefoodieskitchen.com/2011/06/almond-crusted-fish-fillets/,1) Detailed instructions can be found here: http://www.thefoodieskitchen.com/2011/06/almond-crusted-fish-fillets/,almond crusted fish fillet,sea bass fillet salt butter flour olive oil almond,6,Easy,Salty,almond crusted fish fillet sea bass fillet salt butter flour olive oil almond
1125,Oven-Steamed Red Snapper with Fennel and Curry,5.032,328,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,no,FALSE,FALSE,FALSE,30,https://spoonacular.com/oven-steamed-red-snapper-with-fennel-and-curry-1125,https://spoonacular.com/recipeImages/1125-556x370.jpg,1452,55,18,62.72,27.21,10.07,Maindish,"fennel seeds, fennel, unsalted butter, red snapper, white wine, cayenne pepper, kosher salt, leek",Asian,337.12,6.83,3.12,5.7,1.66,73.65,312.69,35.44,0.89,65.33,375.84,1.08,0.05,84.95,0.1,13.15,877.67,0.07,0.88,0.31,76.55,5.11,1.35,0.81,2.35,0.99,1156.71,17.42,3.18,4.7,15.14,0,https://spoonacular.com/oven-steamed-red-snapper-with-fennel-and-curry-1125,"Preheat the oven to 400F.
Rinse the fish inside and out with cold water and pat dry. With a thin sharp knife, make three diagonal cuts about inch deep and about 1 inch apart on each side of the fish. Season the fish inside and out with salt and the cayenne pepper and fill the cavity with the chopped fennel fronds.
Using a chefs knife, chop the fennel seeds.
Mix the fennel seeds, curry powder, and 1 teaspoon of the softened butter. Set aside.
Place an 18-by-26-inch sheet of heavy-duty foil or parchment paper on a work surface. Rub the remaining teaspoon butter over the foil, leaving a 2-inch border all around. Turn up the edges of the papillote slightly to hold the liquid you will be adding.
Spread half the leek and fennel slices on the foil to make a bed for the fish and dot with about half of the seasoned butter. Set the fish on top and scatter the remaining vegetables over it. Dot with the remaining seasoned butter, and drizzle with the wine.
Seal the papillote by folding the foil in half over the fish. Starting at one folded corner, fold the edges of the foil over in neat pleats; be sure to fold each successive pleat so it slightly overlaps the previous one to make a tight seal. Continue until you have reached the other corner and the edges are tightly sealed. Slide the package onto a baking sheet.
Bake the fish for 25 minutes.
Remove from the oven and let sit for 3 minutes.
With scissors, carefully cut the foil along the pleats, taking care to avoid the escaping steam. Fold back the flap to expose the fish. With two large spatulas, transfer the fish to a serving platter. Tilt the papillote so the juices run out of one corner and over the fish.
Spoon some of the cooking juices over each portion and serve.","1) Preheat the oven to 400F.
Rinse the fish inside and out with cold water and pat dry.
2) With a thin sharp knife, make three diagonal cuts about inch deep and about 1 inch apart on each side of the fish.
3) Season the fish inside and out with salt and the cayenne pepper and fill the cavity with the chopped fennel fronds.
4) Using a chefs knife, chop the fennel seeds.
5) Mix the fennel seeds, curry powder, and 1 teaspoon of the softened butter.
6) Set aside.
7) Place an 18-by-26-inch sheet of heavy-duty foil or parchment paper on a work surface.
8) Rub the remaining teaspoon butter over the foil, leaving a 2-inch border all around.
9) Turn up the edges of the papillote slightly to hold the liquid you will be adding.
10) Spread half the leek and fennel slices on the foil to make a bed for the fish and dot with about half of the seasoned butter.
11) Set the fish on top and scatter the remaining vegetables over it.
12) Dot with the remaining seasoned butter, and drizzle with the wine.
13) Seal the papillote by folding the foil in half over the fish.
14) Starting at one folded corner, fold the edges of the foil over in neat pleats; be sure to fold each successive pleat so it slightly overlaps the previous one to make a tight seal.
15) Continue until you have reached the other corner and the edges are tightly sealed.
16) Slide the package onto a baking sheet.
17) Bake the fish for 25 minutes.
18) Remove from the oven and let sit for 3 minutes.
19) With scissors, carefully cut the foil along the pleats, taking care to avoid the escaping steam.
20) Fold back the flap to expose the fish.
21) With two large spatulas, transfer the fish to a serving platter.
22) Tilt the papillote so the juices run out of one corner and over the fish.
23) Spoon some of the cooking juices over each portion and serve.",oven steamed red snapper fennel curry,fennel seed fennel unsalted butter red snapper white wine cayenne pepper kosher salt leek,8,Easy,Spicy,oven steamed red snapper fennel curry fennel seed fennel unsalted butter red snapper white wine cayenne pepper kosher salt leek
1127,The Secret Ingredient (pastis): Pastis-glazed Fish With Fennel,2.393,305,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,no,FALSE,FALSE,FALSE,20,https://spoonacular.com/the-secret-ingredient-pastis-pastis-glazed-fish-with-fennel-1127,https://spoonacular.com/recipeImages/1127-556x370.jpg,1452,61,19,19.56,43.19,37.25,Maindish,"sugar, dill, sea bass filets, water, pastis, juice of lemon, fennel, olive oil",Greek,427.67,20.84,3.06,40.45,33.52,90.72,126.97,21.24,2.96,42.22,269.43,1.74,0.07,62.98,0.12,36.33,667.13,0.1,0.64,0.19,61.46,4.33,1.07,0.39,2.6,2.76,240.96,0,10.84,14.64,0,0,https://spoonacular.com/the-secret-ingredient-pastis-pastis-glazed-fish-with-fennel-1127,Detailed instructions can be found here: http://www.seriouseats.com/recipes/2010/02/the-secret-ingredient-pastis-glazed-fish-with-fennel-slaw-recipe.html,1) Detailed instructions can be found here: http://www.seriouseats.com/recipes/2010/02/the-secret-ingredient-pastis-glazed-fish-with-fennel-slaw-recipe.html,secret ingredient pastis pastis glazed fish fennel,sugar dill sea bass filet water pastis juice lemon fennel olive oil,9,Intermediate,Salty,secret ingredient pastis pastis glazed fish fennel sugar dill sea bass filet water pastis juice lemon fennel olive oil
1130,Catfish Pecan With Lemon-Thyme-Pecan Butter,1.4386,148,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,no,FALSE,FALSE,FALSE,53,https://spoonacular.com/catfish-pecan-with-lemon-thyme-pecan-butter-1130,https://spoonacular.com/recipeImages/1130-556x370.jpg,1445,27,5,8.12,77.35,14.53,Maindish,"pecan, sea bass fillets, creole seasoning, thyme sprigs, egg, butter, lemons, flour, thyme, worcestershire sauce, kosher salt, milk",Greek,435.3,38.81,16.67,16.4,3.28,107.43,456.03,9.17,1.49,16.18,160.26,1.79,0.2,76.7,0.27,37.08,267.11,0.28,1.28,0.95,42.42,1.06,0.68,0.17,1.18,3.08,1031.53,0.96,3.11,16.48,0,0,https://spoonacular.com/catfish-pecan-with-lemon-thyme-pecan-butter-1130,"Process 3/4 cup pecans, flour, and 1 teaspoon Creole seasoning in a food processor until finely ground; place pecan mixture in a large shallow bowl, and set aside.
Whisk together egg and milk in a large bowl, and set aside.
Sprinkle both sides of fillets evenly with remaining 1/2 teaspoon Creole seasoning.
Dip catfish fillets in egg mixture, draining off excess; dredge fillets in pecan mixture, coating both sides, and shake off excess.
Melt 2 tablespoons butter in a large nonstick skillet over medium heat until butter starts to bubble.
Place 2 fillets in skillet, and cook 2 to 3 minutes on each side or until golden.
Drain on a wire rack in a jellyroll pan, and keep warm in a 200 oven. Wipe skillet clean, and repeat procedure with remaining fillets.
Wipe skillet clean. Melt remaining 1/2 cup butter in skillet over high heat; add remaining 3/4 cup pecans, and cook, stirring occasionally, 2 to 3 minutes or until toasted. Squeeze juice from lemon halves into skillet; place halves cut side down in skillet. Stir in Worcestershire sauce, thyme, salt, and pepper, and cook 30 seconds or until thyme wilts and becomes very aromatic.
Remove and discard lemon halves and wilted thyme.
Place fish on a serving platter; spoon pecan mixture over fish.
Garnish, if desired.","1) Process 3/4 cup pecans, flour, and 1 teaspoon Creole seasoning in a food processor until finely ground; place pecan mixture in a large shallow bowl, and set aside.
2) Whisk together egg and milk in a large bowl, and set aside.
3) Sprinkle both sides of fillets evenly with remaining 1/2 teaspoon Creole seasoning.
4) Dip catfish fillets in egg mixture, draining off excess; dredge fillets in pecan mixture, coating both sides, and shake off excess.
5) Melt 2 tablespoons butter in a large nonstick skillet over medium heat until butter starts to bubble.
6) Place 2 fillets in skillet, and cook 2 to 3 minutes on each side or until golden.
7) Drain on a wire rack in a jellyroll pan, and keep warm in a 200 oven.
8) Wipe skillet clean, and repeat procedure with remaining fillets.
9) Wipe skillet clean.
10) Melt remaining 1/2 cup butter in skillet over high heat; add remaining 3/4 cup pecans, and cook, stirring occasionally, 2 to 3 minutes or until toasted.
11) Squeeze juice from lemon halves into skillet; place halves cut side down in skillet.
12) Stir in Worcestershire sauce, thyme, salt, and pepper, and cook 30 seconds or until thyme wilts and becomes very aromatic.
13) Remove and discard lemon halves and wilted thyme.
14) Place fish on a serving platter; spoon pecan mixture over fish.
15) Garnish, if desired.",catfish pecan lemon thyme pecan butter,pecan sea bass fillet creole seasoning thyme sprig egg butter lemon flour thyme worcestershire sauce kosher salt milk,12,Hard,Salty,catfish pecan lemon thyme pecan butter pecan sea bass fillet creole seasoning thyme sprig egg butter lemon flour thyme worcestershire sauce kosher salt milk
1131,Steamed Thai Fish,1.0283,47,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,no,TRUE,FALSE,FALSE,5,https://spoonacular.com/steamed-thai-fish-1131,https://spoonacular.com/recipeImages/1131-556x370.jpg,3456,89,59,50.32,12.9,36.78,Maindish,"coriander, fish fillets, ground ginger, soy sauce, tomato puree, spice rub, bbq sauce",Thai,60.61,0.92,0.24,5.9,2.34,16.67,142.47,8.07,2,15.87,85.56,2.74,0.1,75.15,0.08,23.06,354.64,0.13,0.41,0.59,47.77,0.53,0.18,0.1,0.25,0.75,326.32,1.03,73.94,28.52,0,0,https://spoonacular.com/steamed-thai-fish-1131,"Roughly chop the coriander, including the stalks, and then place all the ingredients, except the fish, into a food processor.Thoroughly blend them until it forms a paste.Evenly spread some of the paste onto the flesh side of each piece of fish.In your steamer, line the bottom with leafy green vegetables such as pak choi or cabbage leaves and place the fish on top.Put about 4cm of water into a pan large enough to hold your steamer and bring it up to the boil.
Put the steamer over the pan, put the lid on the steamer and steam the fish for 5 minutes.When the fish is cooked, carefully take it out of the steamer and serve with the vegetables. We also served the fish with a Thai noodle broth.","1) Roughly chop the coriander, including the stalks, and then place all the ingredients, except the fish, into a food processor.
2) Thoroughly blend them until it forms a paste.
3) Evenly spread some of the paste onto the flesh side of each piece of fish.
4) In your steamer, line the bottom with leafy green vegetables such as pak choi or cabbage leaves and place the fish on top.
5) Put about 4cm of water into a pan large enough to hold your steamer and bring it up to the boil.
6) Put the steamer over the pan, put the lid on the steamer and steam the fish for 5 minutes.
7) When the fish is cooked, carefully take it out of the steamer and serve with the vegetables.
8) We also served the fish with a Thai noodle broth.",steamed thai fish,coriander fish fillet ground ginger soy sauce tomato puree spice rub bbq sauce,7,Easy,Buttery,steamed thai fish coriander fish fillet ground ginger soy sauce tomato puree spice rub bbq sauce
